Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Norway,NOR,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,69.3394424347175,69.8695172673763,70.4455292650168,70.5825911861292,69.8667142119677,70.0844192457086,64.9073605811227,64.3577109038548,64.0165671537617,63.4943488698495,61.4477965907006,61.3832639362385,62.3736673608305,64.4097851186101,65.4617883500919,66.0936457638426,66.5560152778426,66.6841111094287,66.2156952616469,66.1820477757969,66.2608579079811,65.9844011376018,65.2413049177422,64.9747720939054,..
Philippines,PHL,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,18.7539716572208,19.4591543482813,20.9618087450798,20.746472592633,19.6499664945406,17.3259623259623,19.7454904634864,22.11145554812,22.3263267071906,23.1708869753501,23.18162851486,26.8881421965343,22.7577575907249,24.1014363446725,25.0792372203223,24.7747733365687,27.1987321561903,29.3377251614214,27.4389616753167,28.3015968341664,..
Russia,RUS,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,48.3980720448548,40.8139650705071,47.9134118229679,54.2073110772408,55.0221845184238,46.0585925737666,52.8891389724116,54.9990474376072,52.7970610921546,59.0809874209591,62.0491790122466,60.5229531471841,59.8314406622686,59.4415652195021,61.1899326243109,66.2679213696623,68.9007823391368,71.2099514909386,70.6353165130828,68.8075637574811,69.0416246498637,..
South Africa,ZAF,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,54.2041436267413,53.3682105490475,54.1771293871474,52.6677331366042,52.8504780394089,53.1681964729304,54.0001365552087,54.6170852714186,55.5119050151634,56.7367064707083,59.736439736026,60.1161075064663,62.5075024726459,62.721054727439,62.1964798544512,63.2969369054088,62.811542662206,61.6135281305621,61.7508936591093,59.8509839564467,59.2117115420647,58.1051095760663,57.3903243664319,54.8618777479473,..
Switzerland,CHE,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,74.8814167868987,75.585091847809,75.1740911941031,69.3954275824346,67.6327170453341,72.1349457211165,67.9230617017979,74.9428729141373,74.5109841005826,74.8061090163396,74.5657625173883,73.5150753318246,73.1312410745179,74.8310088983329,74.6409606988364,74.2706573796836,75.3966791764921,75.1872316283237,75.1980312542814,75.1366864081327,74.6884074492452,75.4449898630317,75.5308679939537,75.4718850169675,..
Turkey,TUR,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,31.3537652554854,25.7781226932988,..,..,..,..,..,..,..,..,..,50.4115896620778,52.0875519894752,50.1088171844506,49.9119182093156,51.195101817561,50.9632139716106,48.1077585937789,49.1066269532149,50.4351191675193,48.9605631290884,46.4182899923206,46.4315029512475,50.2738523341072
Ukraine,UKR,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,48.0435901574935,55.6292709397763,60.7115368927321,62.3667645135698,60.103246259455,62.4583821620017,68.3162051063546,69.0709379225126,67.1124211027748,68.7803761104162,69.9553004712008,69.0316877728923,67.691347868287,68.9259633868784,69.7692947611836,70.9196373303631,64.2913461431062,60.9850084452855,61.1194803994461,59.5367967675714,57.9035729568245,..
United States,USA,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,61.8515720778175,62.5411866567258,63.2234717212438,64.144018076815,64.8451274460721,59.2357759370827,60.3893480384226,60.1813542400454,59.5105667494261,58.8642957901072,59.1506437490134,58.9376609811998,56.6413979938791,61.0368779068157,62.7162191192266,62.1299834906622,62.3773350690266,63.9376227806963,64.5479410862567,65.8097225485525,65.9172471846403,65.6793406744474,65.0170373284153,64.9466377309385,71.1180214623829
Vietnam,VNM,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,58.6695764577699,57.690034696186,57.5702559090431,57.8015699656663,58.0867225164213,57.7248647773967,58.0567420353462,58.3589574353749,58.0412716351688,57.2567711524129,57.2071864499254,56.9609398148955,54.6315421024915,56.9692735725878,57.0800864259778,57.0357817238276,57.0133700895934,57.0157501995156,56.7089402685969,57.1824169009147,56.16227658762,55.0831092515495,55.1273615585909,54.6943869184448,..
Israel,ISR,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,46.6798383843908,49.4621665154685,49.9835418956389,50.8039396388836,36.0242073309618,36.9520486850218,34.2308652412351,36.6465069925755,35.5919246294158,34.8327448336834,34.4764992333421,35.1427174671663,34.7959536819801,35.4288098129818,36.8525299249805,37.2892820081593,37.599655785278,37.7454308155788,38.8334499931519,39.4272132047918,39.8276605716026,40.7879935845967,40.8517529105811,41.6130597672629,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
