Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Mozambique,MOZ,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,18.7266031454297,17.320324959126,17.8318283776153,..,..,..,16.3812533210582,14.7744341909381,13.7410207299309
Namibia,NAM,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,20.0561858791618,22.9439994554329,23.4920428846358,29.1830366563713,28.1737411278097,32.291656610106,36.2795735549214,36.1738276654765,35.7954519079047,34.9988565780779,35.2970629671719,30.0195306631754,31.0873518530015,30.1046343874472
Nepal,NPL,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,55.866239654932,53.5319396067083,56.0815128951132,57.4152534219441,57.2364064126373,61.7784788720011,61.5886794241947,64.0816907003529,72.613458705095
Nigeria,NGA,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,44.9628590534024,46.2488288026539,48.9356253057075,48.7567174437418,45.9566733904818,46.6049215300797,48.5128178816905,49.9875902940318,47.9526310855082,45.6570425230947,43.1723387265507,44.0472931179891,45.5301334968856,46.1101180714382
Rwanda,RWA,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,..,..,..,..,36.8440858361881,36.6554784707914,36.7146061172799,33.9736251656929,35.1346306319799
South Africa,ZAF,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,56.7367064707083,59.736439736026,60.1161075064663,62.5075024726459,62.721054727439,62.1964798544512,63.2969369054088,62.811542662206,61.6135281305621,61.7508936591093,59.8509839564467,59.2117115420647,58.1051095760663,57.3903243664319
Togo,TGO,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,1.73500977256371,22.3800137310521,26.5598727782591,19.4422748029772,17.5558997364314,30.622171991469,32.9350423636759,34.0603783960828,27.3503626497512,17.2966700770068,11.3645737723423,13.5534384300179,8.89608710945191,12.2728439456025
Uganda,UGA,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,..,..,..,..,..,..,30.5698452746586,27.9028245773459,28.6531189060046,18.3137308288921
Zambia,ZMB,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,17.995600209397,18.5016505685292,25.2004311023186,25.3870142769341,20.0349229563338,19.1980266593883,10.7811925432166,16.1982288749655,19.4775532317777,18.2349369348689,22.9835774993903,9.77527393185849,13.7540406819463,11.8873105379011
Zimbabwe,ZWE,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,..,..,..,..,3.41262797964753,5.60240458259337,2.29141410106988,0.86377831950499,..,..,33.4246060573449,38.2372673063959,39.5662455183533,43.9863431553019
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,
Last Updated: 04/27/2022,,,,,,,,,,,,,,,,,
