"LOCATION","Country","PSECSE_INDICATOR","PSECSE indicator","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","USD","US Dollar","6","Millions",,,91503.647404,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","USD","US Dollar","6","Millions",,,91258.121485,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","USD","US Dollar","6","Millions",,,89162.688995,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","USD","US Dollar","6","Millions",,,98903.788479,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","USD","US Dollar","6","Millions",,,103083.47013,,
"USA","United States","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","USD","US Dollar","6","Millions",,,96854.854428,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","ARS","Argentine Peso","6","Millions",,,-312.9676979,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","ARS","Argentine Peso","6","Millions",,,-33.64044055,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","ARS","Argentine Peso","6","Millions",,,1198.5867113,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","ARS","Argentine Peso","6","Millions",,,214.51238783,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","ARS","Argentine Peso","6","Millions",,,124.12178596,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","ARS","Argentine Peso","6","Millions",,,-9636.510951,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","ARS","Argentine Peso","6","Millions",,,-11992.68476,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","ARS","Argentine Peso","6","Millions",,,-19047.05715,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","ARS","Argentine Peso","6","Millions",,,-13707.00523,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","ARS","Argentine Peso","6","Millions",,,-19558.77545,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","ARS","Argentine Peso","6","Millions",,,-24130.39357,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","ARS","Argentine Peso","6","Millions",,,-38942.43354,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","ARS","Argentine Peso","6","Millions",,,-49375.71646,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","ARS","Argentine Peso","6","Millions",,,-38683.89868,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","ARS","Argentine Peso","6","Millions",,,-71282.53193,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","ARS","Argentine Peso","6","Millions",,,-74934.72506,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","ARS","Argentine Peso","6","Millions",,,-99913.7463,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","ARS","Argentine Peso","6","Millions",,,-177233.12,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","ARS","Argentine Peso","6","Millions",,,-112163.6621,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","ARS","Argentine Peso","6","Millions",,,-66410.98804,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","ARS","Argentine Peso","6","Millions",,,-56852.15383,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","ARS","Argentine Peso","6","Millions",,,-336111.1634,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","ARS","Argentine Peso","6","Millions",,,-561636.4005,,
"ARG","Argentina","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","ARS","Argentine Peso","6","Millions",,,-539326.2692,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","BRL","Brazilian Real","6","Millions",,,-4355.795997,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","BRL","Brazilian Real","6","Millions",,,-98.73831104,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","BRL","Brazilian Real","6","Millions",,,-288.7425997,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","BRL","Brazilian Real","6","Millions",,,5298.8436032,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","BRL","Brazilian Real","6","Millions",,,-546.6699317,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","BRL","Brazilian Real","6","Millions",,,8929.8165213,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","BRL","Brazilian Real","6","Millions",,,8545.2316935,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","BRL","Brazilian Real","6","Millions",,,11411.53364,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","BRL","Brazilian Real","6","Millions",,,16958.276378,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","BRL","Brazilian Real","6","Millions",,,15990.132952,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","BRL","Brazilian Real","6","Millions",,,19565.935964,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","BRL","Brazilian Real","6","Millions",,,20164.098134,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","BRL","Brazilian Real","6","Millions",,,20726.997227,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","BRL","Brazilian Real","6","Millions",,,20848.881568,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","BRL","Brazilian Real","6","Millions",,,28445.582509,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","BRL","Brazilian Real","6","Millions",,,27871.392017,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","BRL","Brazilian Real","6","Millions",,,32561.461555,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","BRL","Brazilian Real","6","Millions",,,29962.087258,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","BRL","Brazilian Real","6","Millions",,,26042.565002,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","BRL","Brazilian Real","6","Millions",,,25332.962079,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","BRL","Brazilian Real","6","Millions",,,22091.084348,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","BRL","Brazilian Real","6","Millions",,,30216.459224,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","BRL","Brazilian Real","6","Millions",,,23259.322967,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","BRL","Brazilian Real","6","Millions",,,22092.588276,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","BRL","Brazilian Real","6","Millions",,,21464.454672,,
"BRA","Brazil","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","BRL","Brazilian Real","6","Millions",,,23834.564384,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","CLP","Chilean Peso","6","Millions",,,144062.56544,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","CLP","Chilean Peso","6","Millions",,,167044.73259,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","CLP","Chilean Peso","6","Millions",,,207376.79307,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","CLP","Chilean Peso","6","Millions",,,296524.50586,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","CLP","Chilean Peso","6","Millions",,,308191.66828,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","CLP","Chilean Peso","6","Millions",,,346029.65026,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","CLP","Chilean Peso","6","Millions",,,222134.43752,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","CLP","Chilean Peso","6","Millions",,,291728.9762,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","CLP","Chilean Peso","6","Millions",,,212578.19954,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","CLP","Chilean Peso","6","Millions",,,211650.2276,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","CLP","Chilean Peso","6","Millions",,,235370.7573,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","CLP","Chilean Peso","6","Millions",,,228195.67981,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","CLP","Chilean Peso","6","Millions",,,250230.51397,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","CLP","Chilean Peso","6","Millions",,,260756.26347,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","CLP","Chilean Peso","6","Millions",,,366079.55311,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","CLP","Chilean Peso","6","Millions",,,323041.66202,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","CLP","Chilean Peso","6","Millions",,,364360.12902,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","CLP","Chilean Peso","6","Millions",,,368979.64569,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","CLP","Chilean Peso","6","Millions",,,404295.66551,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","CLP","Chilean Peso","6","Millions",,,470498.10559,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","CLP","Chilean Peso","6","Millions",,,522593.2032,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","CLP","Chilean Peso","6","Millions",,,515880.66699,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","CLP","Chilean Peso","6","Millions",,,550555.35669,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","CLP","Chilean Peso","6","Millions",,,546359.64343,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","CLP","Chilean Peso","6","Millions",,,575497.94219,,
"CHL","Chile","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","CLP","Chilean Peso","6","Millions",,,500285.2067,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","CNY","Yuan Renminbi","6","Millions",,,146579.79487,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","CNY","Yuan Renminbi","6","Millions",,,61234.304206,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","CNY","Yuan Renminbi","6","Millions",,,88148.91581,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","CNY","Yuan Renminbi","6","Millions",,,120596.76749,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","CNY","Yuan Renminbi","6","Millions",,,55800.835509,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","CNY","Yuan Renminbi","6","Millions",,,176849.59379,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","CNY","Yuan Renminbi","6","Millions",,,212779.26434,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","CNY","Yuan Renminbi","6","Millions",,,264541.41016,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","CNY","Yuan Renminbi","6","Millions",,,321617.62943,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","CNY","Yuan Renminbi","6","Millions",,,333431.47767,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","CNY","Yuan Renminbi","6","Millions",,,390802.3786,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","CNY","Yuan Renminbi","6","Millions",,,556435.85095,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","CNY","Yuan Renminbi","6","Millions",,,636022.96495,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","CNY","Yuan Renminbi","6","Millions",,,364707.03073,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","CNY","Yuan Renminbi","6","Millions",,,758814.10313,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","CNY","Yuan Renminbi","6","Millions",,,902328.01163,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","CNY","Yuan Renminbi","6","Millions",,,804140.33112,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","CNY","Yuan Renminbi","6","Millions",,,1273033.1061,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","CNY","Yuan Renminbi","6","Millions",,,1461401.3733,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","CNY","Yuan Renminbi","6","Millions",,,1523623.1389,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","CNY","Yuan Renminbi","6","Millions",,,1676717.909,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","CNY","Yuan Renminbi","6","Millions",,,1653737.2401,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","CNY","Yuan Renminbi","6","Millions",,,1633577.6544,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","CNY","Yuan Renminbi","6","Millions",,,1464089.7667,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","CNY","Yuan Renminbi","6","Millions",,,1478124.0161,,
"CHN","China (People's Republic of)","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","CNY","Yuan Renminbi","6","Millions",,,1618249.0485,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","COP","Colombian Peso","6","Millions",,,3237322.0423,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","COP","Colombian Peso","6","Millions",,,3895534.9059,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","COP","Colombian Peso","6","Millions",,,4407663.3429,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","COP","Colombian Peso","6","Millions",,,5169596.924,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","COP","Colombian Peso","6","Millions",,,5768506.0744,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","COP","Colombian Peso","6","Millions",,,5093374.4791,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","COP","Colombian Peso","6","Millions",,,5967574.4015,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","COP","Colombian Peso","6","Millions",,,7676308.2252,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","COP","Colombian Peso","6","Millions",,,4644475.2288,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","COP","Colombian Peso","6","Millions",,,5629357.9519,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","COP","Colombian Peso","6","Millions",,,7596122.4469,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","COP","Colombian Peso","6","Millions",,,6631364.8055,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","COP","Colombian Peso","6","Millions",,,8196999.4081,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","COP","Colombian Peso","6","Millions",,,9227546.3719,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","COP","Colombian Peso","6","Millions",,,11393111.52,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","COP","Colombian Peso","6","Millions",,,10180147.277,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","COP","Colombian Peso","6","Millions",,,10879987.556,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","COP","Colombian Peso","6","Millions",,,12948765.278,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","COP","Colombian Peso","6","Millions",,,13526969.328,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","COP","Colombian Peso","6","Millions",,,12032804.987,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","COP","Colombian Peso","6","Millions",,,12481283.356,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","COP","Colombian Peso","6","Millions",,,12778644.432,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","COP","Colombian Peso","6","Millions",,,10358182.668,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","COP","Colombian Peso","6","Millions",,,13430647.992,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","COP","Colombian Peso","6","Millions",,,12019091.267,,
"COL","Colombia","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","COP","Colombian Peso","6","Millions",,,12878204.228,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1995","1995","CRC","Costa Rican Colon","6","Millions",,,19514.665704,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1996","1996","CRC","Costa Rican Colon","6","Millions",,,11386.222118,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1997","1997","CRC","Costa Rican Colon","6","Millions",,,19094.888194,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1998","1998","CRC","Costa Rican Colon","6","Millions",,,22779.014293,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","1999","1999","CRC","Costa Rican Colon","6","Millions",,,40851.980356,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","CRC","Costa Rican Colon","6","Millions",,,59209.284511,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","CRC","Costa Rican Colon","6","Millions",,,60142.540111,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","CRC","Costa Rican Colon","6","Millions",,,75945.549349,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","CRC","Costa Rican Colon","6","Millions",,,65498.135905,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","CRC","Costa Rican Colon","6","Millions",,,65818.49221,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","CRC","Costa Rican Colon","6","Millions",,,80919.871837,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","CRC","Costa Rican Colon","6","Millions",,,121492.04857,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","CRC","Costa Rican Colon","6","Millions",,,92828.134905,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","CRC","Costa Rican Colon","6","Millions",,,136051.62295,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","CRC","Costa Rican Colon","6","Millions",,,183201.99306,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2010","2010","CRC","Costa Rican Colon","6","Millions",,,275526.02577,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2011","2011","CRC","Costa Rican Colon","6","Millions",,,311418.58751,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2012","2012","CRC","Costa Rican Colon","6","Millions",,,220998.08149,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2013","2013","CRC","Costa Rican Colon","6","Millions",,,226071.90527,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2014","2014","CRC","Costa Rican Colon","6","Millions",,,217872.93154,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2015","2015","CRC","Costa Rican Colon","6","Millions",,,290223.18075,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2016","2016","CRC","Costa Rican Colon","6","Millions",,,247704.78234,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2017","2017","CRC","Costa Rican Colon","6","Millions",,,183843.69613,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2018","2018","CRC","Costa Rican Colon","6","Millions",,,185471.49044,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2019","2019","CRC","Costa Rican Colon","6","Millions",,,238150.54358,,
"CRI","Costa Rica","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2020","2020","CRC","Costa Rican Colon","6","Millions",,,239268.72108,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2000","2000","INR","Indian Rupee","6","Millions",,,385123.35677,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2001","2001","INR","Indian Rupee","6","Millions",,,166452.26782,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2002","2002","INR","Indian Rupee","6","Millions",,,154830.2436,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2003","2003","INR","Indian Rupee","6","Millions",,,97269.291055,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2004","2004","INR","Indian Rupee","6","Millions",,,-365679.7253,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2005","2005","INR","Indian Rupee","6","Millions",,,-396618.7453,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2006","2006","INR","Indian Rupee","6","Millions",,,-493444.8993,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2007","2007","INR","Indian Rupee","6","Millions",,,-1148132.079,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2008","2008","INR","Indian Rupee","6","Millions",,,-1106303.453,,
"IND","India","TO-TSE","Total Support Estimate (TSE)","NATCUR","National currency","2009","2009","INR","Indian Rupee","6","Millions",,,-115848.1776,,
